46627521,88303810,89530680,72701147,87595931,37495047,92556198,83787435,49191447,25154965,87501759,87458856,32461369,6972252,46926489,90333343,93958418,42579788,38208555,28928686,69857224,27352929,41479685,2152014,723755,49661197,91699935,10319226,37971865,93936021,95668030,2026381,32956528,26998708,5712915,21658261,27530621,66836805,60023751,91844963,85654142,20498092,12997863,50236472,84113736,71435355,15533655,97386371,39192637,97487206,69876671,15979807,75942656,66609180,86219657,31212803,34004558,46952722,29832892,50312849,98509599,12120816,21339403,6367328,42832613,60482563,14004638,25046200,86739002,41979670,96097250,64343126,60071890,48343248,94028255,68230643,66867789,73871390,33669294,702572,9817363,47933789,5893646,98841901,78071612,18844802,68657681,52205495,86187189,96077495,65511551,77843680,48179492,23872128,53776765,2404071,26149654,52383807,35506447,27989169
41896895,27227080,96769550,44399043,31989932,6964466,31940565,44769646,6428719,29926016,30530417,76421803,14707953,864470,89795050,3347249,65213979,27648276,30991208,38810296,56636398,67614186,41568667,5615541,95344033,65224351,92807078,78663094,21666883,69271222,89591733,58959713,10798686,19260521,12201598,84816462,21359552,8006855,57205473,97290505,9977111,82444175,30940845,23301943,74145982,2307479,78613223,66050252,95497519,88431253,13765020,70022486,25621054,65915437,21951917,46284664,24992237,95184277,14597167,55698028,4896480,32802415,87365301,30757555,27491298,33436488,85521466,75882222,17450280,73776609,27401575,94864796,56755688,80883748,67145705,58337932,92921663,95433008,95531629,78201121,58622013,82851657,15953450,459079,7369486,41912207,17987941,82105568,16435392,16894568,37814749,84550291,29862746,16670723,74359621,2345383,11512416,66481330,40124617,84970098
93498703,4960573,39103832,85184996,64693252,57690391,29890476,4892770,19275508,50402461,72797297,9162506,30355464,5403078,23577480,46309075,44110771,41221193,52166178,69516262,51545128,85563844,83874773,40827047,58362387,40859807,24937952,55911376,2331794,38832107,41041205,54678476,82547951,18123547,73728092,9703753,31195047,23139,42096159,32387802,69950562,54971481,79888701,48893621,5272184,94814778,4946196,32827139,20278259,45780147,97908448,63059676,53051489,67592719,37793007,14990234,45281056,10168015,30120192,18288042,40927082,43173758,41728903,25721985,27558069,52846253,47170682,25490854,52798795,10261317,51322723,95532001,54796118,61612118,24549844,12229744,48410491,54434256,25210595,45692780,71399087,6756454,66178570,79586233,12467611,96903740,68351090,3013142,31455260,33229312,6533847,65468362,41934106,2380548,5773070,84554664,87357536,22723493,7781237,31611973
36744346,31547573,53724385,60322092,27552260,19785392,53460435,82030707,84279349,19133182,98407415,19403378,68902961,55519869,44078059,44980795,60171338,13561545,70780314,1114955,51887791,95690179,32430919,10230737,40627100,7130294,19718248,55582324,51912448,25678496,80766772,9045005,72343283,73013504,33848316,1100369,75861662,93933227,93748927,84051467,65535482,42082422,20913354,13910551,87776327,69857128,61554412,4192467,93375409,56308328,15635269,35030724,80314421,88516855,5043508,75754836,11804163,28930865,37956691,49892648,87183850,41986255,80055483,51701746,2523612,92565904,85390240,42243916,46302173,63921112,70715669,20381223,753175,19638677,1874295,2636088,17703045,61899492,42191768,99834590,68839056,81962754,66868854,95741057,91960894,61387393,44813322,76548489,7512350,83738301,5358998,56408956,45284294,20851772,11357551,81044152,55673808,2561041,7792038,98200091
96958281,90226517,46969616,43344751,18775233,99896581,45848839,33651463,72698667,36542046,94522100,33002254,36036596,2226310,95278049,20695800,22521896,46847194,98546596,24231323,53508177,12333803,10094945,51483318,51395550,32312017,30807541,8189772,85457440,93331053,88191130,35038450,30632205,10409895,34006133,44882019,78044093,28713366,10780749,89791393,83428483,32402894,37218589,3812685,7027482,72541314,78632001,61113933,71443258,64903563,66152151,31328758,91950306,99264935,93162947,52451277,15200975,53107791,50729114,79278850,98104713,97858589,88853029,52317465,4640362,64435805,40893763,49483898,53322331,4632255,48554988,92453175,85183714,32464020,56299044,5506130,14449840,70107291,88359339,50058275,30419229,97200572,65040112,10708468,46644505,21239264,30360642,34251746,90679598,82095294,86971803,54837401,91342005,86053383,38917179,74990219,2374551,23916216,22815145,24077152
2506785,53470228,8335225,31468108,71708258,72925619,86353850,82449218,45060352,27171488,47139050,4302484,18635391,48991343,78767602,1343456,21278595,12770025,36025545,40510029,74097332,30977008,70119750,62573172,44282300,1326453,87178673,43978241,15421712,90340025,9266611,77705747,8659106,36817784,35019127,59676419,50046443,42800054,37505706,49925066,56873181,90460910,43021658,50325562,54337661,97091331,40634315,82156695,50372561,18606574,2132458,39627478,6057864,36905478,78924974,67845426,67634929,28897791,98203915,23237679,46696571,18845312,48037511,11042007,61736248,88610758,95776670,37168842,87415970,56214324,21915830,86224487,82998247,51352740,17852261,22486905,1851611,86864375,71091636,94270432,59032751,37331876,29465161,92187177,25289926,52314262,95244595,94013130,96136275,51886390,13051715,7802993,12556385,68565201,96934995,31705320,40845154,5516043,17164524,37256315
46437655,78923196,7543104,43101050,23851850,76203757,48806388,96490623,14392108,98176282,39952472,92153012,32884405,53434287,37120981,69903256,93005626,29815624,78945572,34259340,48526112,43665913,6308309,11246617,19606301,78878431,36325346,10832200,84181318,71014093,48459275,75887719,21982538,62993606,20493591,40096527,93581860,88317547,98506728,18033314,82004109,58104250,65199042,51620052,38251614,41813961,52292353,63962405,17743969,99023295,18469403,41055077,44918886,23240154,79084324,13588465,18996160,33930867,67240744,86659211,46531291,50257603,54394204,99036985,13644122,27099665,73340911,94019735,13883153,37777989,90202715,10808373,12041417,30137544,85646430,78082212,46999363,97731153,75298182,68256932,5194359,57717095,12891625,87357663,95926361,59972751,44172987,308984,15530386,68337869,9169990,73407796,3411152,93042338,18175399,51869013,9090956,15779334,23954501,79826128
11344574,74040923,60882059,98274300,60407955,23109588,40512546,81881869,1738127,37183632,56191211,56200621,1847740,30137257,74420120,50529447,86828702,53029181,66444006,77529493,50211847,81564157,10449131,62981455,60323670,37345989,42275317,16410536,91911045,31378068,10385695,32637770,95221912,88061336,38034498,28308712,81743941,58105592,38436069,65562101,61507479,41815388,6833313,67121125,57088696,60356043,52766887,93453884,3836034,78944501,99905568,5349209,13229782,90969194,90147028,71089329,55507987,68020511,4675029,26912787,81912564,64260148,6627435,55149628,81940901,60583336,55176799,61868651,6237248,5483561,54691438,43655642,18992484,80424250,35742536,47228341,23018103,99166331,30715221,93589027,6863283,59782870,62574095,92006891,75960851,12097460,47896750,23241272,11220711,89114951,42410177,76893174,10778217,27930766,50944347,24275666,33186111,66850934,17553667,53211337
18245223,75492964,1866319,90584740,71769671,45283045,28354398,81833442,5064887,60430638,92890322,66349258,63241663,78417285,61039396,82961442,41064789,82221411,35282363,29254927,72443332,3035097,55519346,76622176,82327928,58472899,76119478,61012027,30513346,61396172,33253275,84182300,4057931,17921595,84760255,84689513,49320260,72925725,55239182,27069025,24608638,18050161,87156270,93158602,52431568,85282361,20355323,20686547,8531241,57451918,72997710,999229,51517447,13147647,87943577,98579555,34802252,85774489,34195443,34219608,52140932,84532299,57363220,94408753,63929226,10703657,54960939,53117469,98524864,419342,39997543,66682770,69761686,62961317,67554237,84690189,1100382,28032973,16574658,59747615,41245687,35795750,6959171,46014204,11743469,99343296,65582923,66657885,25891417,98243670,20552380,80298510,8238022,25244307,77556599,68561608,36966919,10589047,99241525,21787275
98140994,25540033,22621575,32906922,25482325,22055796,70152301,41634389,67209177,25235374,21079316,87615297,71914212,40685145,69310357,33734503,21184739,51295021,54447910,45643308,69079838,64386340,28178017,49530286,97402907,68147637,34107071,58807205,50013791,59246952,38213180,5179942,56490448,28454884,34467527,42651873,83918179,84474602,55414015,8845212,87562226,2388798,36683874,23160359,47949270,10628688,26937117,74503923,10484981,70901121,52921208,91360176,63246173,49356818,74821260,70927372,85810146,24781693,76168813,9487127,84187652,7947510,47808222,53963134,45251978,93315578,7290370,26656666,53358722,52937628,99324510,16499991,4940310,23471706,80914676,70520651,27791212,80853525,52400887,81738779,46231563,39383197,47209341,57246717,90891547,96966685,94045510,93321174,83592870,74250758,8357755,1191732,38215391,29603254,71258579,58439481,62619943,96139262,123086,77229969
